"","sample_id","sample_date","nutrient","rollmean"
"1598","Q1",1988-11-07,"no3_n",142
"1599","Q1",1988-11-15,"no3_n",141.777777777778
"1600","Q1",1988-11-22,"no3_n",142
"1601","Q1",1988-11-29,"no3_n",143.111111111111
"1602","Q1",1988-12-06,"no3_n",143.125
"1603","Q1",1988-12-13,"no3_n",153.625
"1604","Q1",1988-12-20,"no3_n",138.625
"1605","Q1",1988-12-27,"no3_n",140.625
"1606","Q1",1989-01-03,"no3_n",144.625
"1607","Q1",1989-01-10,"no3_n",149.25
"1608","Q1",1989-01-17,"no3_n",153
"1609","Q1",1989-01-24,"no3_n",153.375
"1610","Q1",1989-01-31,"no3_n",153.75
"1611","Q1",1989-02-07,"no3_n",153.555555555556
"1612","Q1",1989-02-14,"no3_n",130.111111111111
"1613","Q1",1989-02-21,"no3_n",145.444444444444
"1614","Q1",1989-02-28,"no3_n",144.555555555556
"1615","Q1",1989-03-07,"no3_n",141.777777777778
"1616","Q1",1989-03-09,"no3_n",141.777777777778
"1617","Q1",1989-03-14,"no3_n",138.111111111111
"1618","Q1",1989-03-14,"no3_n",138.111111111111
"1619","Q1",1989-03-21,"no3_n",130.888888888889
"1620","Q1",1989-03-28,"no3_n",129.555555555556
"1621","Q1",1989-04-04,"no3_n",126.888888888889
"1622","Q1",1989-04-11,"no3_n",126.444444444444
"1623","Q1",1989-04-18,"no3_n",141.888888888889
"1624","Q1",1989-04-25,"no3_n",141.222222222222
"1625","Q1",1989-05-02,"no3_n",140.888888888889
"1626","Q1",1989-05-09,"no3_n",139.555555555556
"1627","Q1",1989-05-16,"no3_n",138
"1628","Q1",1989-05-23,"no3_n",141
"1629","Q1",1989-05-30,"no3_n",142.555555555556
"1630","Q1",1989-06-06,"no3_n",128.666666666667
"1631","Q1",1989-06-13,"no3_n",125.888888888889
"1632","Q1",1989-06-20,"no3_n",123
"1633","Q1",1989-06-27,"no3_n",120.125
"1634","Q1",1989-07-05,"no3_n",118.875
"1635","Q1",1989-07-11,"no3_n",113.5
"1636","Q1",1989-07-18,"no3_n",109.25
"1637","Q1",1989-07-26,"no3_n",116.625
"1638","Q1",1989-08-01,"no3_n",101
"1639","Q1",1989-08-08,"no3_n",102.5
"1640","Q1",1989-08-15,"no3_n",99.5714285714286
"1641","Q1",1989-08-22,"no3_n",88.375
"1642","Q1",1989-08-29,"no3_n",84
"1643","Q1",1989-09-05,"no3_n",75.6666666666667
"1644","Q1",1989-09-12,"no3_n",75.3333333333333
"1645","Q1",1989-09-20,"no3_n",71.4
"1646","Q1",1989-09-22,"no3_n",71.4
"1647","Q1",1989-09-26,"no3_n",81.6
"1648","Q1",1989-09-26,"no3_n",81.6
"1649","Q1",1989-10-03,"no3_n",142
"1650","Q1",1989-10-05,"no3_n",142
"1651","Q1",1989-10-10,"no3_n",412.166666666667
"1652","Q1",1989-10-17,"no3_n",394.857142857143
"1653","Q1",1989-10-24,"no3_n",415.714285714286
"1654","Q1",1989-10-31,"no3_n",386.875
"1655","Q1",1989-11-07,"no3_n",360.222222222222
"1656","Q1",1989-11-08,"no3_n",360.222222222222
"1657","Q1",1989-11-14,"no3_n",368.555555555556
"1658","Q1",1989-11-21,"no3_n",346.5
"1659","Q1",1989-11-28,"no3_n",324.1
"1660","Q1",1989-12-05,"no3_n",322.555555555556
"1661","Q1",1989-12-12,"no3_n",144.5
"1662","Q1",1989-12-19,"no3_n",117.25
"1663","Q1",1989-12-26,"no3_n",99
"1664","Q1",1990-01-02,"no3_n",78
"1665","Q1",1990-01-09,"no3_n",79.125
"1666","Q1",1990-01-16,"no3_n",85.125
"1667","Q1",1990-01-23,"no3_n",100
"1668","Q1",1990-01-30,"no3_n",118
"1669","Q1",1990-02-06,"no3_n",118.111111111111
"1670","Q1",1990-02-13,"no3_n",128.125
"1671","Q1",1990-02-20,"no3_n",180.25
"1672","Q1",1990-02-27,"no3_n",211.375
"1673","Q1",1990-03-06,"no3_n",239.142857142857
"1674","Q1",1990-03-13,"no3_n",218
"1675","Q1",1990-03-20,"no3_n",193.714285714286
"1676","Q1",1990-03-27,"no3_n",478.636363636364
"1677","Q1",1990-04-03,"no3_n",480.636363636364
"1678","Q1",1990-04-10,"no3_n",507.833333333333
"1679","Q1",1990-04-17,"no3_n",484.461538461538
"1680","Q1",1990-04-24,"no3_n",459.307692307692
"1681","Q1",1990-04-25,"no3_n",459.307692307692
"1682","Q1",1990-04-25,"no3_n",459.307692307692
"1683","Q1",1990-04-25,"no3_n",459.307692307692
"1684","Q1",1990-04-26,"no3_n",459.307692307692
"1685","Q1",1990-05-01,"no3_n",450.307692307692
"1686","Q1",1990-05-08,"no3_n",418.857142857143
"1687","Q1",1990-05-10,"no3_n",418.857142857143
"1688","Q1",1990-05-15,"no3_n",429.285714285714
"1689","Q1",1990-05-22,"no3_n",438.428571428571
"1690","Q1",1990-05-29,"no3_n",216.5
"1691","Q1",1990-06-05,"no3_n",208.1
"1692","Q1",1990-06-12,"no3_n",141.555555555556
"1693","Q1",1990-06-19,"no3_n",127.444444444444
"1694","Q1",1990-06-26,"no3_n",158.777777777778
"1695","Q1",1990-07-03,"no3_n",143.777777777778
"1696","Q1",1990-07-10,"no3_n",148.111111111111
"1697","Q1",1990-07-17,"no3_n",158.777777777778
"1698","Q1",1990-07-24,"no3_n",149.888888888889
"1699","Q1",1990-07-31,"no3_n",128.444444444444
"1700","Q1",1990-08-07,"no3_n",117.444444444444
"1701","Q1",1990-08-14,"no3_n",117.25
"1702","Q1",1990-08-21,"no3_n",123
"1703","Q1",1990-08-28,"no3_n",69.3333333333333
"1704","Q1",1990-09-04,"no3_n",80.8333333333333
"1705","Q1",1990-09-11,"no3_n",80.6666666666667
"1706","Q1",1990-09-18,"no3_n",40.5
"1707","Q1",1990-09-25,"no3_n",36.6666666666667
"1708","Q1",1990-10-02,"no3_n",56.6666666666667
"1709","Q1",1990-10-09,"no3_n",97.8333333333333
"1710","Q1",1990-10-16,"no3_n",100
"1711","Q1",1990-10-23,"no3_n",96.875
"1712","Q1",1990-10-30,"no3_n",101.888888888889
"1713","Q1",1990-11-06,"no3_n",108.5
"1714","Q1",1990-11-13,"no3_n",122.181818181818
"1715","Q1",1990-11-20,"no3_n",129.272727272727
"1716","Q1",1990-11-27,"no3_n",134.181818181818
"1717","Q1",1990-12-04,"no3_n",143.545454545455
"1718","Q1",1990-12-04,"no3_n",143.545454545455
"1719","Q1",1990-12-11,"no3_n",132.090909090909
"1720","Q1",1990-12-14,"no3_n",132.090909090909
"1721","Q1",1990-12-18,"no3_n",134
"1722","Q1",1990-12-25,"no3_n",144.1
"1723","Q1",1990-12-31,"no3_n",148.7
"1724","Q1",1991-01-08,"no3_n",155.375
"1725","Q1",1991-01-15,"no3_n",137.714285714286
"1726","Q1",1991-01-22,"no3_n",127.142857142857
"1727","Q1",1991-01-29,"no3_n",122.571428571429
"1728","Q1",1991-02-05,"no3_n",99.8571428571429
"1729","Q1",1991-02-12,"no3_n",87.8571428571429
"1730","Q1",1991-02-19,"no3_n",96.625
"1731","Q1",1991-02-26,"no3_n",88.75
"1732","Q1",1991-03-05,"no3_n",75
"1733","Q1",1991-03-12,"no3_n",70.6666666666667
"1734","Q1",1991-03-19,"no3_n",70.1111111111111
"1735","Q1",1991-03-22,"no3_n",70.1111111111111
"1736","Q1",1991-03-26,"no3_n",70.7777777777778
"1737","Q1",1991-04-02,"no3_n",64.3333333333333
"1738","Q1",1991-04-09,"no3_n",63.8888888888889
"1739","Q1",1991-04-15,"no3_n",59.7777777777778
"1740","Q1",1991-04-23,"no3_n",43.3333333333333
"1741","Q1",1991-04-30,"no3_n",33.2222222222222
"1742","Q1",1991-05-07,"no3_n",39.6666666666667
"1743","Q1",1991-05-14,"no3_n",43.7777777777778
"1744","Q1",1991-05-21,"no3_n",47.3333333333333
"1745","Q1",1991-05-28,"no3_n",50.875
"1746","Q1",1991-05-31,"no3_n",50.875
"1747","Q1",1991-06-01,"no3_n",54.875
"1748","Q1",1991-06-04,"no3_n",54.875
"1749","Q1",1991-06-11,"no3_n",54.75
"1750","Q1",1991-06-18,"no3_n",54.75
"1751","Q1",1991-06-25,"no3_n",54.75
"1752","Q1",1991-07-02,"no3_n",53.25
"1753","Q1",1991-07-09,"no3_n",37.5
"1754","Q1",1991-07-16,"no3_n",32.4285714285714
"1755","Q1",1991-07-23,"no3_n",27
"1756","Q1",1991-07-30,"no3_n",37.1111111111111
"1757","Q1",1991-08-06,"no3_n",37.7777777777778
"1758","Q1",1991-08-13,"no3_n",38.4444444444444
"1759","Q1",1991-08-20,"no3_n",40.7777777777778
"1760","Q1",1991-08-27,"no3_n",46.8888888888889
"1761","Q1",1991-08-27,"no3_n",46.8888888888889
"1762","Q1",1991-09-03,"no3_n",55
"1763","Q1",1991-09-10,"no3_n",61.5555555555556
"1764","Q1",1991-09-17,"no3_n",63.5
"1765","Q1",1991-09-24,"no3_n",69.2
"1766","Q1",1991-10-01,"no3_n",66.7777777777778
"1767","Q1",1991-10-08,"no3_n",66.6363636363636
"1768","Q1",1991-10-15,"no3_n",73.4545454545455
"1769","Q1",1991-10-22,"no3_n",80.5
"1770","Q1",1991-10-29,"no3_n",87.1666666666667
"1771","Q1",1991-11-05,"no3_n",88.5833333333333
"1772","Q1",1991-11-07,"no3_n",88.5833333333333
"1773","Q1",1991-11-08,"no3_n",88.5833333333333
"1774","Q1",1991-11-12,"no3_n",111
"1775","Q1",1991-11-18,"no3_n",118.166666666667
"1776","Q1",1991-11-22,"no3_n",121.692307692308
"1777","Q1",1991-11-26,"no3_n",125.666666666667
"1778","Q1",1991-12-03,"no3_n",132.181818181818
"1779","Q1",1991-12-10,"no3_n",163.222222222222
"1780","Q1",1991-12-17,"no3_n",168.777777777778
"1781","Q1",1991-12-23,"no3_n",179
"1782","Q1",1991-12-30,"no3_n",191.625
"1783","Q1",1992-01-07,"no3_n",197.111111111111
"1784","Q1",1992-01-14,"no3_n",170.777777777778
"1785","Q1",1992-01-21,"no3_n",184.555555555556
"1786","Q1",1992-01-28,"no3_n",181.666666666667
"1787","Q1",1992-02-04,"no3_n",180.9
"1788","Q1",1992-02-06,"no3_n",180.9
"1789","Q1",1992-02-11,"no3_n",160.3
"1790","Q1",1992-02-18,"no3_n",153.6
"1791","Q1",1992-02-25,"no3_n",151
"1792","Q1",1992-03-03,"no3_n",141.666666666667
"1793","Q1",1992-03-10,"no3_n",121.25
"1794","Q1",1992-03-17,"no3_n",110
"1795","Q1",1992-03-24,"no3_n",79.75
"1796","Q1",1992-04-01,"no3_n",66.25
"1797","Q1",1992-04-07,"no3_n",47.875
"1798","Q1",1992-04-14,"no3_n",63.75
"1799","Q1",1992-04-21,"no3_n",63.125
"1800","Q1",1992-04-28,"no3_n",63.125
"1801","Q1",1992-05-05,"no3_n",60.5
"1802","Q1",1992-05-12,"no3_n",57.25
"1803","Q1",1992-05-19,"no3_n",59.25
"1804","Q1",1992-05-26,"no3_n",57.125
"1805","Q1",1992-06-02,"no3_n",57.25
"1806","Q1",1992-06-09,"no3_n",67.75
"1807","Q1",1992-06-16,"no3_n",55.75
"1808","Q1",1992-06-23,"no3_n",45.4285714285714
"1809","Q1",1992-06-30,"no3_n",58.25
"1810","Q1",1992-07-07,"no3_n",94.875
"1811","Q1",1992-07-14,"no3_n",96.875
"1812","Q1",1992-07-21,"no3_n",96.875
"1813","Q1",1992-07-28,"no3_n",140.625
"1814","Q1",1992-08-04,"no3_n",138
"1815","Q1",1992-08-11,"no3_n",125.375
"1816","Q1",1992-08-18,"no3_n",122.25
"1817","Q1",1992-08-25,"no3_n",109.777777777778
"1818","Q1",1992-09-01,"no3_n",102.666666666667
"1819","Q1",1992-09-08,"no3_n",94.7777777777778
"1820","Q1",1992-09-15,"no3_n",103.375
"1821","Q1",1992-09-22,"no3_n",107
"1822","Q1",1992-09-29,"no3_n",67.7142857142857
"1823","Q1",1992-10-06,"no3_n",67.7142857142857
"1824","Q1",1992-10-13,"no3_n",85.5714285714286
"1825","Q1",1992-10-20,"no3_n",86.1428571428571
"1826","Q1",1992-10-27,"no3_n",87
"1827","Q1",1992-11-03,"no3_n",76.2857142857143
"1828","Q1",1992-11-10,"no3_n",37.2857142857143
"1829","Q1",1992-11-17,"no3_n",35.875
"1830","Q1",1992-11-24,"no3_n",33
"1831","Q1",1992-12-01,"no3_n",33
"1832","Q1",1992-12-08,"no3_n",36.8333333333333
"1833","Q1",1992-12-15,"no3_n",17.2
"1834","Q1",1992-12-22,"no3_n",16.5
"1835","Q1",1992-12-22,"no3_n",16.5
"1836","Q1",1992-12-22,"no3_n",16.5
"1837","Q1",1992-12-29,"no3_n",16.6666666666667
"1838","Q1",1993-01-05,"no3_n",20.5
"1839","Q1",1993-01-12,"no3_n",26
"1840","Q1",1993-01-19,"no3_n",NA
"1841","Q1",1993-01-26,"no3_n",NA
"1842","Q1",1993-02-02,"no3_n",20
"1843","Q1",1993-02-09,"no3_n",107
"1844","Q1",1993-02-16,"no3_n",92.3333333333333
"1845","Q1",1993-02-23,"no3_n",103
"1846","Q1",1993-03-02,"no3_n",117.8
"1847","Q1",1993-03-09,"no3_n",125.333333333333
"1848","Q1",1993-03-16,"no3_n",132
"1849","Q1",1993-03-23,"no3_n",132.75
"1850","Q1",1993-03-30,"no3_n",138.333333333333
"1851","Q1",1993-04-06,"no3_n",137.111111111111
"1852","Q1",1993-04-13,"no3_n",116.888888888889
"1853","Q1",1993-04-20,"no3_n",111
"1854","Q1",1993-04-27,"no3_n",96.6666666666667
"1855","Q1",1993-05-04,"no3_n",78.8888888888889
"1856","Q1",1993-05-11,"no3_n",69.1111111111111
"1857","Q1",1993-05-18,"no3_n",54.1111111111111
"1858","Q1",1993-05-25,"no3_n",41.6666666666667
"1859","Q1",1993-06-01,"no3_n",23.2222222222222
"1860","Q1",1993-06-08,"no3_n",28.3333333333333
"1861","Q1",1993-06-15,"no3_n",30.375
"1862","Q1",1993-06-22,"no3_n",33.2857142857143
"1863","Q1",1993-06-29,"no3_n",37.8333333333333
"1864","Q1",1993-07-06,"no3_n",42
"1865","Q1",1993-07-13,"no3_n",39.2
"1866","Q1",1993-07-20,"no3_n",33
"1867","Q1",1993-07-27,"no3_n",30
"1868","Q1",1993-08-03,"no3_n",30.8
"1869","Q1",1993-08-10,"no3_n",44.6
"1870","Q1",1993-08-17,"no3_n",38.6666666666667
"1871","Q1",1993-08-24,"no3_n",60.5714285714286
"1872","Q1",1993-08-31,"no3_n",54.125
"1873","Q1",1993-09-07,"no3_n",49.1111111111111
"1874","Q1",1993-09-14,"no3_n",43.1111111111111
"1875","Q1",1993-09-21,"no3_n",43.2222222222222
"1876","Q1",1993-09-28,"no3_n",42.8888888888889
"1877","Q1",1993-10-05,"no3_n",41.2222222222222
"1878","Q1",1993-10-13,"no3_n",28.3333333333333
"1879","Q1",1993-10-19,"no3_n",28
"1880","Q1",1993-10-26,"no3_n",9.11111111111111
"1881","Q1",1993-11-02,"no3_n",9.88888888888889
"1882","Q1",1993-11-09,"no3_n",11.6666666666667
"1883","Q1",1993-11-16,"no3_n",12.4444444444444
"1884","Q1",1993-11-23,"no3_n",17.2222222222222
"1885","Q1",1993-11-30,"no3_n",18.375
"1886","Q1",1993-12-07,"no3_n",20.1428571428571
"1887","Q1",1993-12-14,"no3_n",22.1666666666667
"1888","Q1",1993-12-21,"no3_n",25.4
"1889","Q1",1993-12-28,"no3_n",26.25
"1890","Q1",1994-01-04,"no3_n",24.5
"1891","Q1",1994-01-11,"no3_n",22.5
"1892","Q1",1994-01-18,"no3_n",25.3333333333333
"1893","Q1",1994-01-25,"no3_n",15.6666666666667
"1894","Q1",1994-02-01,"no3_n",15.6666666666667
"1895","Q1",1994-02-08,"no3_n",15.6666666666667
"1896","Q1",1994-02-15,"no3_n",13.5
"1897","Q1",1994-02-22,"no3_n",13.5
"1898","Q1",1994-03-01,"no3_n",13.5
"1899","Q1",1994-03-08,"no3_n",15
"1900","Q1",1994-03-15,"no3_n",56.6666666666667
"1901","Q1",1994-03-22,"no3_n",86.75
"1902","Q1",1994-03-29,"no3_n",85.75
"1903","Q1",1994-04-05,"no3_n",72.4
"1904","Q1",1994-04-12,"no3_n",62.6666666666667
"1905","Q1",1994-04-19,"no3_n",65.6666666666667
"1906","Q1",1994-04-26,"no3_n",58.8571428571429
"1907","Q1",1994-05-03,"no3_n",53.5
"1908","Q1",1994-05-10,"no3_n",49.4444444444444
"1909","Q1",1994-05-17,"no3_n",35.8888888888889
"1910","Q1",1994-05-24,"no3_n",17.4444444444444
"1911","Q1",1994-05-31,"no3_n",32.4444444444444
"1912","Q1",1994-06-07,"no3_n",31.7777777777778
"1913","Q1",1994-06-14,"no3_n",41.5555555555556
"1914","Q1",1994-06-21,"no3_n",51.2222222222222
"1915","Q1",1994-06-28,"no3_n",55.375
"1916","Q1",1994-06-30,"no3_n",55.375
"1917","Q1",1994-07-05,"no3_n",61
"1918","Q1",1994-07-12,"no3_n",68.3333333333333
"1919","Q1",1994-07-19,"no3_n",78
"1920","Q1",1994-07-26,"no3_n",94.75
"1921","Q1",1994-08-02,"no3_n",75.6666666666667
"1922","Q1",1994-08-09,"no3_n",107
"1923","Q1",1994-08-16,"no3_n",112
"1924","Q1",1994-08-23,"no3_n",NA
"1925","Q1",1994-08-30,"no3_n",NA
"1926","Q1",1994-09-06,"no3_n",NA
"1927","Q1",1994-09-13,"no3_n",NA
"1928","Q1",1994-09-20,"no3_n",NA
"1929","Q1",1994-09-27,"no3_n",NA
"1930","Q1",1994-10-04,"no3_n",NA
"1931","Q1",1994-10-11,"no3_n",NA
"1932","Q1",1994-10-18,"no3_n",NA
"1933","Q1",1994-10-25,"no3_n",NA
"1934","Q1",1994-11-01,"no3_n",NA
"1935","Q1",1994-11-08,"no3_n",109
"1936","Q1",1994-11-15,"no3_n",109
"1937","Q1",1994-11-22,"no3_n",109
"1938","Q1",1994-11-29,"no3_n",109
"1939","Q1",1994-12-06,"no3_n",109
"1940","Q1",1994-12-13,"no3_n",109
"1941","Q1",1994-12-20,"no3_n",109
"1942","Q1",1994-12-27,"no3_n",109
"1943","Q2",1988-01-05,"no3_n",257.461538461538
"1944","Q2",1988-01-12,"no3_n",257.461538461538
"1945","Q2",1988-01-19,"no3_n",241.285714285714
"1946","Q2",1988-01-26,"no3_n",240.6
"1947","Q2",1988-01-29,"no3_n",240.6
"1948","Q2",1988-01-29,"no3_n",240.6
"1949","Q2",1988-01-29,"no3_n",240.6
"1950","Q2",1988-01-29,"no3_n",240.6
"1951","Q2",1988-01-29,"no3_n",240.6
"1952","Q2",1988-01-29,"no3_n",240.6
"1953","Q2",1988-01-29,"no3_n",240.6
"1954","Q2",1988-01-29,"no3_n",240.6
"1955","Q2",1988-02-02,"no3_n",239.1875
"1956","Q2",1988-02-02,"no3_n",239.1875
"1957","Q2",1988-02-03,"no3_n",239.1875
"1958","Q2",1988-02-04,"no3_n",239.1875
"1959","Q2",1988-02-09,"no3_n",236.3125
"1960","Q2",1988-02-10,"no3_n",236.3125
"1961","Q2",1988-02-16,"no3_n",233.6875
"1962","Q2",1988-02-23,"no3_n",228.5625
"1963","Q2",1988-03-01,"no3_n",196.4
"1964","Q2",1988-03-08,"no3_n",185
"1965","Q2",1988-03-15,"no3_n",183.666666666667
"1966","Q2",1988-03-23,"no3_n",203.777777777778
"1967","Q2",1988-03-29,"no3_n",198.333333333333
"1968","Q2",1988-04-05,"no3_n",192.333333333333
"1969","Q2",1988-04-12,"no3_n",209.9
"1970","Q2",1988-04-19,"no3_n",214.2
"1971","Q2",1988-04-26,"no3_n",221.6
"1972","Q2",1988-05-03,"no3_n",215.3
"1973","Q2",1988-05-10,"no3_n",216.7
"1974","Q2",1988-05-10,"no3_n",216.7
"1975","Q2",1988-05-10,"no3_n",216.7
"1976","Q2",1988-05-10,"no3_n",216.7
"1977","Q2",1988-05-10,"no3_n",216.7
"1978","Q2",1988-05-17,"no3_n",221.555555555556
"1979","Q2",1988-05-24,"no3_n",222.75
"1980","Q2",1988-05-31,"no3_n",228.571428571429
"1981","Q2",1988-06-07,"no3_n",239.333333333333
"1982","Q2",1988-06-14,"no3_n",214.75
"1983","Q2",1988-06-21,"no3_n",208.333333333333
"1984","Q2",1988-06-28,"no3_n",206
"1985","Q2",1988-07-05,"no3_n",188
"1986","Q2",1988-07-12,"no3_n",NA
"1987","Q2",1988-07-19,"no3_n",NA
"1988","Q2",1988-07-22,"no3_n",NA
"1989","Q2",1988-07-26,"no3_n",153.25
"1990","Q2",1988-07-26,"no3_n",153.25
"1991","Q2",1988-08-02,"no3_n",170.8
"1992","Q2",1988-08-09,"no3_n",178.333333333333
"1993","Q2",1988-08-16,"no3_n",187.142857142857
"1994","Q2",1988-08-23,"no3_n",192.125
"1995","Q2",1988-08-24,"no3_n",192.125
"1996","Q2",1988-08-24,"no3_n",192.125
"1997","Q2",1988-08-24,"no3_n",192.125
"1998","Q2",1988-08-24,"no3_n",192.125
"1999","Q2",1988-08-24,"no3_n",192.125
"2000","Q2",1988-08-30,"no3_n",198.111111111111
"2001","Q2",1988-09-06,"no3_n",179.2
"2002","Q2",1988-09-13,"no3_n",184.727272727273
"2003","Q2",1988-09-20,"no3_n",188.916666666667
"2004","Q2",1988-09-27,"no3_n",206.75
"2005","Q2",1988-10-04,"no3_n",203.875
"2006","Q2",1988-10-11,"no3_n",205
"2007","Q2",1988-10-18,"no3_n",203
"2008","Q2",1988-10-25,"no3_n",202.625
"2009","Q2",1988-11-01,"no3_n",197.875
"2010","Q2",1988-11-07,"no3_n",226.625
"2011","Q2",1988-11-15,"no3_n",224.125
"2012","Q2",1988-11-22,"no3_n",221.5
"2013","Q2",1988-11-29,"no3_n",222.111111111111
"2014","Q2",1988-12-06,"no3_n",198.888888888889
"2015","Q2",1988-12-13,"no3_n",220.666666666667
"2016","Q2",1988-12-20,"no3_n",211.222222222222
"2017","Q2",1988-12-27,"no3_n",211
"2018","Q2",1989-01-03,"no3_n",215.222222222222
"2019","Q2",1989-01-10,"no3_n",215.888888888889
"2020","Q2",1989-01-17,"no3_n",219.111111111111
"2021","Q2",1989-01-24,"no3_n",220.666666666667
"2022","Q2",1989-01-31,"no3_n",221.555555555556
"2023","Q2",1989-02-07,"no3_n",246.888888888889
"2024","Q2",1989-02-14,"no3_n",232.8
"2025","Q2",1989-02-21,"no3_n",241.8
"2026","Q2",1989-02-28,"no3_n",241.3
"2027","Q2",1989-03-07,"no3_n",239.1
"2028","Q2",1989-03-09,"no3_n",239.1
"2029","Q2",1989-03-14,"no3_n",235.5
"2030","Q2",1989-03-14,"no3_n",235.5
"2031","Q2",1989-03-21,"no3_n",224.9
"2032","Q2",1989-03-28,"no3_n",218.3
"2033","Q2",1989-04-04,"no3_n",209.9
"2034","Q2",1989-04-11,"no3_n",205.6
"2035","Q2",1989-04-18,"no3_n",190.555555555556
"2036","Q2",1989-04-25,"no3_n",183.555555555556
"2037","Q2",1989-05-02,"no3_n",176.777777777778
"2038","Q2",1989-05-09,"no3_n",174
"2039","Q2",1989-05-16,"no3_n",169.333333333333
"2040","Q2",1989-05-23,"no3_n",174
"2041","Q2",1989-05-30,"no3_n",165.555555555556
"2042","Q2",1989-06-06,"no3_n",172.222222222222
"2043","Q2",1989-06-13,"no3_n",172.666666666667
"2044","Q2",1989-06-20,"no3_n",166.666666666667
"2045","Q2",1989-06-27,"no3_n",170.444444444444
"2046","Q2",1989-07-05,"no3_n",178.222222222222
"2047","Q2",1989-07-11,"no3_n",171.555555555556
"2048","Q2",1989-07-18,"no3_n",169.111111111111
"2049","Q2",1989-07-26,"no3_n",176
"2050","Q2",1989-08-01,"no3_n",183
"2051","Q2",1989-08-08,"no3_n",163.111111111111
"2052","Q2",1989-08-15,"no3_n",142
"2053","Q2",1989-08-22,"no3_n",143.25
"2054","Q2",1989-08-29,"no3_n",131.5
"2055","Q2",1989-09-05,"no3_n",117.375
"2056","Q2",1989-09-12,"no3_n",114.285714285714
"2057","Q2",1989-09-20,"no3_n",118
"2058","Q2",1989-09-22,"no3_n",118
"2059","Q2",1989-09-26,"no3_n",137.428571428571
"2060","Q2",1989-09-26,"no3_n",137.428571428571
"2061","Q2",1989-10-03,"no3_n",179.428571428571
"2062","Q2",1989-10-05,"no3_n",179.428571428571
"2063","Q2",1989-10-10,"no3_n",381.5
"2064","Q2",1989-10-17,"no3_n",433.5
"2065","Q2",1989-10-24,"no3_n",419.111111111111
"2066","Q2",1989-10-31,"no3_n",439.555555555556
"2067","Q2",1989-11-07,"no3_n",456.111111111111
"2068","Q2",1989-11-08,"no3_n",456.111111111111
"2069","Q2",1989-11-14,"no3_n",437
"2070","Q2",1989-11-21,"no3_n",446.2
"2071","Q2",1989-11-28,"no3_n",424.3
"2072","Q2",1989-12-05,"no3_n",422.222222222222
"2073","Q2",1989-12-12,"no3_n",280.875
"2074","Q2",1989-12-19,"no3_n",276
"2075","Q2",1989-12-26,"no3_n",239.25
"2076","Q2",1990-01-02,"no3_n",204.625
"2077","Q2",1990-01-09,"no3_n",206.5
"2078","Q2",1990-01-16,"no3_n",209.375
"2079","Q2",1990-01-23,"no3_n",183.625
"2080","Q2",1990-01-30,"no3_n",194.75
"2081","Q2",1990-02-06,"no3_n",194.333333333333
"2082","Q2",1990-02-13,"no3_n",180.555555555556
"2083","Q2",1990-02-20,"no3_n",155
"2084","Q2",1990-02-27,"no3_n",188
"2085","Q2",1990-03-06,"no3_n",213
"2086","Q2",1990-03-13,"no3_n",189.285714285714
"2087","Q2",1990-03-20,"no3_n",155.714285714286
"2088","Q2",1990-03-27,"no3_n",453.727272727273
"2089","Q2",1990-04-03,"no3_n",460.909090909091
"2090","Q2",1990-04-10,"no3_n",468.75
"2091","Q2",1990-04-17,"no3_n",479
"2092","Q2",1990-04-24,"no3_n",460.230769230769
"2093","Q2",1990-04-25,"no3_n",460.230769230769
"2094","Q2",1990-04-25,"no3_n",460.230769230769
"2095","Q2",1990-04-25,"no3_n",460.230769230769
"2096","Q2",1990-04-26,"no3_n",460.230769230769
"2097","Q2",1990-05-01,"no3_n",466.769230769231
"2098","Q2",1990-05-08,"no3_n",443.714285714286
"2099","Q2",1990-05-10,"no3_n",443.714285714286
"2100","Q2",1990-05-15,"no3_n",454.428571428571
"2101","Q2",1990-05-22,"no3_n",486.571428571429
"2102","Q2",1990-05-29,"no3_n",314.8
"2103","Q2",1990-06-05,"no3_n",301.5
"2104","Q2",1990-06-12,"no3_n",275.666666666667
"2105","Q2",1990-06-19,"no3_n",260.444444444444
"2106","Q2",1990-06-26,"no3_n",260.555555555556
"2107","Q2",1990-07-03,"no3_n",232.777777777778
"2108","Q2",1990-07-10,"no3_n",228.666666666667
"2109","Q2",1990-07-17,"no3_n",245.777777777778
"2110","Q2",1990-07-24,"no3_n",213.444444444444
"2111","Q2",1990-07-31,"no3_n",198.444444444444
"2112","Q2",1990-08-07,"no3_n",177.444444444444
"2113","Q2",1990-08-14,"no3_n",155.555555555556
"2114","Q2",1990-08-21,"no3_n",142.777777777778
"2115","Q2",1990-08-28,"no3_n",119
"2116","Q2",1990-09-04,"no3_n",121.111111111111
"2117","Q2",1990-09-11,"no3_n",120.444444444444
"2118","Q2",1990-09-18,"no3_n",85.1111111111111
"2119","Q2",1990-09-25,"no3_n",80.6666666666667
"2120","Q2",1990-10-02,"no3_n",74.1111111111111
"2121","Q2",1990-10-09,"no3_n",101
"2122","Q2",1990-10-16,"no3_n",118.222222222222
"2123","Q2",1990-10-23,"no3_n",143.888888888889
"2124","Q2",1990-10-30,"no3_n",164.222222222222
"2125","Q2",1990-11-06,"no3_n",164.7
"2126","Q2",1990-11-13,"no3_n",168.454545454545
"2127","Q2",1990-11-20,"no3_n",182.545454545455
