"","sample_id","sample_date","nutrient","value"
"2115","Q2","1988-01-29","nh4_n",31
"2116","Q2","1988-01-29","k",1.1
"2117","Q2","1988-01-29","no3_n",333
"2118","Q2","1988-01-29","mg",1.5
"2119","Q2","1988-01-29","ca",3.45
"2120","Q2","1988-01-29","nh4_n",12
"2121","Q2","1988-01-29","k",1.03
"2122","Q2","1988-01-29","no3_n",268
"2123","Q2","1988-01-29","mg",1.74
"2124","Q2","1988-01-29","ca",3.96
"2125","Q2","1988-01-29","nh4_n",14
"2126","Q2","1988-01-29","k",0.84
"2127","Q2","1988-01-29","no3_n",NA
"2128","Q2","1988-01-29","mg",1.94
"2129","Q2","1988-01-29","ca",4.07
"2130","Q2","1988-01-29","nh4_n",41
"2131","Q2","1988-01-29","k",0.98
"2132","Q2","1988-01-29","no3_n",331
"2133","Q2","1988-01-29","mg",1.53
"2134","Q2","1988-01-29","ca",3.54
"2135","Q2","1988-01-29","nh4_n",23
"2136","Q2","1988-01-29","k",0.84
"2137","Q2","1988-01-29","no3_n",NA
"2138","Q2","1988-01-29","mg",1.98
"2139","Q2","1988-01-29","ca",4.07
"2140","Q2","1988-01-29","nh4_n",7
"2141","Q2","1988-02-02","k",0.9
"2142","Q2","1988-02-02","no3_n",223
"2143","Q2","1988-02-02","mg",1.64
"2144","Q2","1988-02-02","ca",3.6
"2145","Q2","1988-02-02","nh4_n",12
"2146","Q2","1988-02-02","k",0.81
"2147","Q2","1988-02-02","no3_n",153
"2148","Q2","1988-02-02","mg",1.77
"2149","Q2","1988-02-02","ca",4.02
"2150","Q2","1988-02-02","nh4_n",30
"2151","Q2","1988-02-03","k",0.91
"2152","Q2","1988-02-03","no3_n",282
"2153","Q2","1988-02-03","mg",2.48
"2154","Q2","1988-02-03","ca",5.42
"2155","Q2","1988-02-03","nh4_n",16
"2156","Q2","1988-02-04","k",NA
"2157","Q2","1988-02-04","no3_n",NA
"2158","Q2","1988-02-04","mg",NA
"2159","Q2","1988-02-04","ca",NA
"2160","Q2","1988-02-04","nh4_n",NA
"2161","Q2","1988-02-09","k",NA
"2162","Q2","1988-02-09","no3_n",NA
"2163","Q2","1988-02-09","mg",NA
"2164","Q2","1988-02-09","ca",NA
"2165","Q2","1988-02-09","nh4_n",NA
"2166","Q2","1988-02-10","k",NA
"2167","Q2","1988-02-10","no3_n",NA
"2168","Q2","1988-02-10","mg",NA
"2169","Q2","1988-02-10","ca",NA
"2170","Q2","1988-02-10","nh4_n",NA
"2171","Q2","1988-02-16","k",0.64
"2172","Q2","1988-02-16","no3_n",31
"2173","Q2","1988-02-16","mg",2.45
"2174","Q2","1988-02-16","ca",4.51
"2175","Q2","1988-02-16","nh4_n",19
"2176","Q2","1988-02-23","k",0.82
"2177","Q2","1988-02-23","no3_n",231
"2178","Q2","1988-02-23","mg",2.73
"2179","Q2","1988-02-23","ca",5.15
"2180","Q2","1988-02-23","nh4_n",19
"2181","Q2","1988-03-01","k",0.77
"2182","Q2","1988-03-01","no3_n",218
"2183","Q2","1988-03-01","mg",2.73
"2184","Q2","1988-03-01","ca",5.15
"2185","Q2","1988-03-01","nh4_n",19
"2186","Q2","1988-03-08","k",0.7
"2187","Q2","1988-03-08","no3_n",209
"2188","Q2","1988-03-08","mg",2.56
"2189","Q2","1988-03-08","ca",4.91
"2190","Q2","1988-03-08","nh4_n",27
"2191","Q2","1988-03-15","k",0.72
"2192","Q2","1988-03-15","no3_n",191
"2193","Q2","1988-03-15","mg",2.62
"2194","Q2","1988-03-15","ca",4.9
"2195","Q2","1988-03-15","nh4_n",27
"2196","Q2","1988-03-23","k",0.82
"2197","Q2","1988-03-23","no3_n",139
"2198","Q2","1988-03-23","mg",1.35
"2199","Q2","1988-03-23","ca",1.73
"2200","Q2","1988-03-23","nh4_n",9
"2201","Q2","1988-03-29","k",0.97
"2202","Q2","1988-03-29","no3_n",287
"2203","Q2","1988-03-29","mg",1.69
"2204","Q2","1988-03-29","ca",3.51
"2205","Q2","1988-03-29","nh4_n",12
"2206","Q2","1988-04-05","k",0.78
"2207","Q2","1988-04-05","no3_n",174
"2208","Q2","1988-04-05","mg",2.64
"2209","Q2","1988-04-05","ca",4.85
"2210","Q2","1988-04-05","nh4_n",NA
"2211","Q2","1988-04-12","k",0.69
"2212","Q2","1988-04-12","no3_n",173
"2213","Q2","1988-04-12","mg",2.71
"2214","Q2","1988-04-12","ca",4.77
"2215","Q2","1988-04-12","nh4_n",NA
"2216","Q2","1988-04-19","k",0.77
"2217","Q2","1988-04-19","no3_n",212
"2218","Q2","1988-04-19","mg",2.16
"2219","Q2","1988-04-19","ca",4.05
"2220","Q2","1988-04-19","nh4_n",23
"2221","Q2","1988-04-26","k",0.79
"2222","Q2","1988-04-26","no3_n",182
"2223","Q2","1988-04-26","mg",2.55
"2224","Q2","1988-04-26","ca",4.73
"2225","Q2","1988-04-26","nh4_n",34
"2226","Q2","1988-05-03","k",0.81
"2227","Q2","1988-05-03","no3_n",164
"2228","Q2","1988-05-03","mg",2.57
"2229","Q2","1988-05-03","ca",4.74
"2230","Q2","1988-05-03","nh4_n",58
"2231","Q2","1988-05-10","k",NA
"2232","Q2","1988-05-10","no3_n",NA
"2233","Q2","1988-05-10","mg",NA
"2234","Q2","1988-05-10","ca",NA
"2235","Q2","1988-05-10","nh4_n",NA
"2236","Q2","1988-05-10","k",NA
"2237","Q2","1988-05-10","no3_n",NA
"2238","Q2","1988-05-10","mg",NA
"2239","Q2","1988-05-10","ca",NA
"2240","Q2","1988-05-10","nh4_n",NA
"2241","Q2","1988-05-10","k",NA
"2242","Q2","1988-05-10","no3_n",NA
"2243","Q2","1988-05-10","mg",NA
"2244","Q2","1988-05-10","ca",NA
"2245","Q2","1988-05-10","nh4_n",NA
"2246","Q2","1988-05-10","k",1.27
"2247","Q2","1988-05-10","no3_n",415
"2248","Q2","1988-05-10","mg",0.9
"2249","Q2","1988-05-10","ca",2.48
"2250","Q2","1988-05-10","nh4_n",38
"2251","Q2","1988-05-10","k",0.77
"2252","Q2","1988-05-10","no3_n",162
"2253","Q2","1988-05-10","mg",2.66
"2254","Q2","1988-05-10","ca",4.35
"2255","Q2","1988-05-10","nh4_n",54
"2256","Q2","1988-05-17","k",0.75
"2257","Q2","1988-05-17","no3_n",234
"2258","Q2","1988-05-17","mg",1.13
"2259","Q2","1988-05-17","ca",1.36
"2260","Q2","1988-05-17","nh4_n",117
"2261","Q2","1988-05-24","k",0.67
"2262","Q2","1988-05-24","no3_n",213
"2263","Q2","1988-05-24","mg",2.37
"2264","Q2","1988-05-24","ca",4.26
"2265","Q2","1988-05-24","nh4_n",54
"2266","Q2","1988-05-31","k",0.83
"2267","Q2","1988-05-31","no3_n",224
"2268","Q2","1988-05-31","mg",2.19
"2269","Q2","1988-05-31","ca",3.58
"2270","Q2","1988-05-31","nh4_n",69
"2271","Q2","1988-06-07","k",0.72
"2272","Q2","1988-06-07","no3_n",188
"2273","Q2","1988-06-07","mg",2.63
"2274","Q2","1988-06-07","ca",4.36
"2275","Q2","1988-06-07","nh4_n",71
"2276","Q2","1988-06-14","k",0.69
"2277","Q2","1988-06-14","no3_n",NA
"2278","Q2","1988-06-14","mg",2.59
"2279","Q2","1988-06-14","ca",4.12
"2280","Q2","1988-06-14","nh4_n",118
"2281","Q2","1988-06-21","k",0.73
"2282","Q2","1988-06-21","no3_n",NA
"2283","Q2","1988-06-21","mg",1.88
"2284","Q2","1988-06-21","ca",3.48
"2285","Q2","1988-06-21","nh4_n",NA
"2286","Q2","1988-06-28","k",0.71
"2287","Q2","1988-06-28","no3_n",NA
"2288","Q2","1988-06-28","mg",2.41
"2289","Q2","1988-06-28","ca",4.05
"2290","Q2","1988-06-28","nh4_n",NA
"2291","Q2","1988-07-05","k",0.83
"2292","Q2","1988-07-05","no3_n",NA
"2293","Q2","1988-07-05","mg",2.43
"2294","Q2","1988-07-05","ca",3.83
"2295","Q2","1988-07-05","nh4_n",NA
"2296","Q2","1988-07-12","k",0.71
"2297","Q2","1988-07-12","no3_n",NA
"2298","Q2","1988-07-12","mg",2.59
"2299","Q2","1988-07-12","ca",4.53
"2300","Q2","1988-07-12","nh4_n",NA
"2301","Q2","1988-07-19","k",0.77
"2302","Q2","1988-07-19","no3_n",NA
"2303","Q2","1988-07-19","mg",1.84
"2304","Q2","1988-07-19","ca",3.36
"2305","Q2","1988-07-19","nh4_n",NA
"2306","Q2","1988-07-22","k",0.81
"2307","Q2","1988-07-22","no3_n",NA
"2308","Q2","1988-07-22","mg",2.23
"2309","Q2","1988-07-22","ca",3.8
"2310","Q2","1988-07-22","nh4_n",NA
"2311","Q2","1988-07-26","k",0.8
"2312","Q2","1988-07-26","no3_n",NA
"2313","Q2","1988-07-26","mg",1.88
"2314","Q2","1988-07-26","ca",3.38
"2315","Q2","1988-07-26","nh4_n",NA
"2316","Q2","1988-07-26","k",0.71
"2317","Q2","1988-07-26","no3_n",NA
"2318","Q2","1988-07-26","mg",1.61
"2319","Q2","1988-07-26","ca",3.1
"2320","Q2","1988-07-26","nh4_n",NA
"2321","Q2","1988-08-02","k",0.77
"2322","Q2","1988-08-02","no3_n",NA
"2323","Q2","1988-08-02","mg",2.55
"2324","Q2","1988-08-02","ca",1.32
"2325","Q2","1988-08-02","nh4_n",NA
"2326","Q2","1988-08-09","k",0.77
"2327","Q2","1988-08-09","no3_n",NA
"2328","Q2","1988-08-09","mg",2.61
"2329","Q2","1988-08-09","ca",4.21
"2330","Q2","1988-08-09","nh4_n",17
"2331","Q2","1988-08-16","k",0.86
"2332","Q2","1988-08-16","no3_n",NA
"2333","Q2","1988-08-16","mg",2.88
"2334","Q2","1988-08-16","ca",3.9
"2335","Q2","1988-08-16","nh4_n",14
"2336","Q2","1988-08-23","k",0.73
"2337","Q2","1988-08-23","no3_n",NA
"2338","Q2","1988-08-23","mg",2.53
"2339","Q2","1988-08-23","ca",4.35
"2340","Q2","1988-08-23","nh4_n",NA
"2341","Q2","1988-08-24","k",0.81
"2342","Q2","1988-08-24","no3_n",70
"2343","Q2","1988-08-24","mg",1.8
"2344","Q2","1988-08-24","ca",3.44
"2345","Q2","1988-08-24","nh4_n",11
"2346","Q2","1988-08-24","k",0.87
"2347","Q2","1988-08-24","no3_n",238
"2348","Q2","1988-08-24","mg",1.14
"2349","Q2","1988-08-24","ca",2.75
"2350","Q2","1988-08-24","nh4_n",NA
"2351","Q2","1988-08-24","k",0.95
"2352","Q2","1988-08-24","no3_n",172
"2353","Q2","1988-08-24","mg",1.15
"2354","Q2","1988-08-24","ca",2.47
"2355","Q2","1988-08-24","nh4_n",NA
"2356","Q2","1988-08-24","k",0.82
"2357","Q2","1988-08-24","no3_n",133
"2358","Q2","1988-08-24","mg",0.55
"2359","Q2","1988-08-24","ca",1.04
"2360","Q2","1988-08-24","nh4_n",NA
"2361","Q2","1988-08-24","k",NA
"2362","Q2","1988-08-24","no3_n",NA
"2363","Q2","1988-08-24","mg",NA
"2364","Q2","1988-08-24","ca",NA
"2365","Q2","1988-08-24","nh4_n",NA
"2366","Q2","1988-08-30","k",0.69
"2367","Q2","1988-08-30","no3_n",241
"2368","Q2","1988-08-30","mg",2.43
"2369","Q2","1988-08-30","ca",4.92
"2370","Q2","1988-08-30","nh4_n",NA
"2371","Q2","1988-09-06","k",0.7
"2372","Q2","1988-09-06","no3_n",216
"2373","Q2","1988-09-06","mg",2.64
"2374","Q2","1988-09-06","ca",5.12
"2375","Q2","1988-09-06","nh4_n",NA
"2376","Q2","1988-09-13","k",0.73
"2377","Q2","1988-09-13","no3_n",240
"2378","Q2","1988-09-13","mg",2.29
"2379","Q2","1988-09-13","ca",4.25
"2380","Q2","1988-09-13","nh4_n",NA
"2381","Q2","1988-09-20","k",0.75
"2382","Q2","1988-09-20","no3_n",227
"2383","Q2","1988-09-20","mg",2.54
"2384","Q2","1988-09-20","ca",4.73
"2385","Q2","1988-09-20","nh4_n",NA
"2386","Q2","1988-09-27","k",0.68
"2387","Q2","1988-09-27","no3_n",246
"2388","Q2","1988-09-27","mg",2.63
"2389","Q2","1988-09-27","ca",4.78
"2390","Q2","1988-09-27","nh4_n",17
"2391","Q2","1988-10-04","k",0.72
"2392","Q2","1988-10-04","no3_n",9
"2393","Q2","1988-10-04","mg",2.13
"2394","Q2","1988-10-04","ca",3.91
"2395","Q2","1988-10-04","nh4_n",NA
"2396","Q2","1988-10-11","k",0.78
"2397","Q2","1988-10-11","no3_n",240
"2398","Q2","1988-10-11","mg",NA
"2399","Q2","1988-10-11","ca",NA
"2400","Q2","1988-10-11","nh4_n",63
"2401","Q2","1988-10-18","k",NA
"2402","Q2","1988-10-18","no3_n",235
"2403","Q2","1988-10-18","mg",NA
"2404","Q2","1988-10-18","ca",NA
"2405","Q2","1988-10-18","nh4_n",61
"2406","Q2","1988-10-25","k",0.83
"2407","Q2","1988-10-25","no3_n",NA
"2408","Q2","1988-10-25","mg",2.32
"2409","Q2","1988-10-25","ca",5.05
"2410","Q2","1988-10-25","nh4_n",NA
"2411","Q2","1988-11-01","k",0.81
"2412","Q2","1988-11-01","no3_n",218
"2413","Q2","1988-11-01","mg",2.33
"2414","Q2","1988-11-01","ca",3.9
"2415","Q2","1988-11-01","nh4_n",NA
"2416","Q2","1988-11-07","k",0.86
"2417","Q2","1988-11-07","no3_n",225
"2418","Q2","1988-11-07","mg",2.35
"2419","Q2","1988-11-07","ca",5.23
"2420","Q2","1988-11-07","nh4_n",NA
"2421","Q2","1988-11-15","k",0.83
"2422","Q2","1988-11-15","no3_n",224
"2423","Q2","1988-11-15","mg",2.34
"2424","Q2","1988-11-15","ca",4.98
"2425","Q2","1988-11-15","nh4_n",NA
"2426","Q2","1988-11-22","k",0.8
"2427","Q2","1988-11-22","no3_n",224
"2428","Q2","1988-11-22","mg",2.25
"2429","Q2","1988-11-22","ca",4.87
"2430","Q2","1988-11-22","nh4_n",NA
"2431","Q2","1988-11-29","k",0.82
"2432","Q2","1988-11-29","no3_n",208
"2433","Q2","1988-11-29","mg",2.59
"2434","Q2","1988-11-29","ca",4.2
"2435","Q2","1988-11-29","nh4_n",NA
"2436","Q2","1988-12-06","k",0.96
"2437","Q2","1988-12-06","no3_n",239
"2438","Q2","1988-12-06","mg",2.62
"2439","Q2","1988-12-06","ca",3.96
"2440","Q2","1988-12-06","nh4_n",NA
"2441","Q2","1988-12-13","k",0.87
"2442","Q2","1988-12-13","no3_n",220
"2443","Q2","1988-12-13","mg",2.25
"2444","Q2","1988-12-13","ca",1.3
"2445","Q2","1988-12-13","nh4_n",NA
"2446","Q2","1988-12-20","k",0.83
"2447","Q2","1988-12-20","no3_n",214
"2448","Q2","1988-12-20","mg",2.33
"2449","Q2","1988-12-20","ca",4.05
"2450","Q2","1988-12-20","nh4_n",NA
"2451","Q2","1988-12-27","k",0.83
"2452","Q2","1988-12-27","no3_n",227
"2453","Q2","1988-12-27","mg",2.42
"2454","Q2","1988-12-27","ca",5.21
"2455","Q2","1988-12-27","nh4_n",NA
"2456","Q2","1989-01-03","k",0.91
"2457","Q2","1989-01-03","no3_n",9
"2458","Q2","1989-01-03","mg",2.5
"2459","Q2","1989-01-03","ca",3.96
"2460","Q2","1989-01-03","nh4_n",NA
"2461","Q2","1989-01-10","k",1
"2462","Q2","1989-01-10","no3_n",421
"2463","Q2","1989-01-10","mg",1.97
"2464","Q2","1989-01-10","ca",4.92
"2465","Q2","1989-01-10","nh4_n",NA
"2466","Q2","1989-01-17","k",1
"2467","Q2","1989-01-17","no3_n",139
"2468","Q2","1989-01-17","mg",2.54
"2469","Q2","1989-01-17","ca",3.93
"2470","Q2","1989-01-17","nh4_n",NA
"2471","Q2","1989-01-24","k",0.94
"2472","Q2","1989-01-24","no3_n",222
"2473","Q2","1989-01-24","mg",2.66
"2474","Q2","1989-01-24","ca",4.08
"2475","Q2","1989-01-24","nh4_n",NA
"2476","Q2","1989-01-31","k",0.94
"2477","Q2","1989-01-31","no3_n",246
"2478","Q2","1989-01-31","mg",2.69
"2479","Q2","1989-01-31","ca",4.08
"2480","Q2","1989-01-31","nh4_n",NA
"2481","Q2","1989-02-07","k",0.94
"2482","Q2","1989-02-07","no3_n",245
"2483","Q2","1989-02-07","mg",2.55
"2484","Q2","1989-02-07","ca",5.08
"2485","Q2","1989-02-07","nh4_n",NA
"2486","Q2","1989-02-14","k",0.78
"2487","Q2","1989-02-14","no3_n",249
"2488","Q2","1989-02-14","mg",2.69
"2489","Q2","1989-02-14","ca",5.09
"2490","Q2","1989-02-14","nh4_n",NA
"2491","Q2","1989-02-21","k",0.86
"2492","Q2","1989-02-21","no3_n",228
"2493","Q2","1989-02-21","mg",2.36
"2494","Q2","1989-02-21","ca",4.65
"2495","Q2","1989-02-21","nh4_n",NA
"2496","Q2","1989-02-28","k",0.9
"2497","Q2","1989-02-28","no3_n",235
"2498","Q2","1989-02-28","mg",2.25
"2499","Q2","1989-02-28","ca",4.59
"2500","Q2","1989-02-28","nh4_n",NA
"2501","Q2","1989-03-07","k",0.89
"2502","Q2","1989-03-07","no3_n",237
"2503","Q2","1989-03-07","mg",2.59
"2504","Q2","1989-03-07","ca",5.04
"2505","Q2","1989-03-07","nh4_n",NA
"2506","Q2","1989-03-09","k",NA
"2507","Q2","1989-03-09","no3_n",NA
"2508","Q2","1989-03-09","mg",NA
"2509","Q2","1989-03-09","ca",NA
"2510","Q2","1989-03-09","nh4_n",NA
"2511","Q2","1989-03-14","k",NA
"2512","Q2","1989-03-14","no3_n",61
"2513","Q2","1989-03-14","mg",NA
"2514","Q2","1989-03-14","ca",NA
"2515","Q2","1989-03-14","nh4_n",NA
"2516","Q2","1989-03-14","k",0.86
"2517","Q2","1989-03-14","no3_n",466
"2518","Q2","1989-03-14","mg",2.35
"2519","Q2","1989-03-14","ca",4.79
"2520","Q2","1989-03-14","nh4_n",NA
"2521","Q2","1989-03-21","k",0.86
"2522","Q2","1989-03-21","no3_n",229
"2523","Q2","1989-03-21","mg",5.57
"2524","Q2","1989-03-21","ca",4.66
"2525","Q2","1989-03-21","nh4_n",NA
"2526","Q2","1989-03-28","k",0.5
"2527","Q2","1989-03-28","no3_n",217
"2528","Q2","1989-03-28","mg",2.61
"2529","Q2","1989-03-28","ca",4.66
"2530","Q2","1989-03-28","nh4_n",NA
"2531","Q2","1989-04-04","k",0.86
"2532","Q2","1989-04-04","no3_n",224
"2533","Q2","1989-04-04","mg",2.49
"2534","Q2","1989-04-04","ca",4.13
"2535","Q2","1989-04-04","nh4_n",NA
"2536","Q2","1989-04-11","k",0.9
"2537","Q2","1989-04-11","no3_n",209
"2538","Q2","1989-04-11","mg",2.23
"2539","Q2","1989-04-11","ca",4.95
"2540","Q2","1989-04-11","nh4_n",NA
"2541","Q2","1989-04-18","k",0.91
"2542","Q2","1989-04-18","no3_n",143
"2543","Q2","1989-04-18","mg",2.47
"2544","Q2","1989-04-18","ca",4.11
"2545","Q2","1989-04-18","nh4_n",NA
"2546","Q2","1989-04-25","k",0.94
"2547","Q2","1989-04-25","no3_n",162
"2548","Q2","1989-04-25","mg",2.51
"2549","Q2","1989-04-25","ca",4.2
"2550","Q2","1989-04-25","nh4_n",NA
"2551","Q2","1989-05-02","k",0.97
"2552","Q2","1989-05-02","no3_n",151
"2553","Q2","1989-05-02","mg",2.62
"2554","Q2","1989-05-02","ca",4.23
"2555","Q2","1989-05-02","nh4_n",NA
"2556","Q2","1989-05-09","k",0.98
"2557","Q2","1989-05-09","no3_n",194
"2558","Q2","1989-05-09","mg",2.36
"2559","Q2","1989-05-09","ca",5.1
"2560","Q2","1989-05-09","nh4_n",NA
"2561","Q2","1989-05-16","k",0.97
"2562","Q2","1989-05-16","no3_n",186
"2563","Q2","1989-05-16","mg",3.03
"2564","Q2","1989-05-16","ca",4.17
"2565","Q2","1989-05-16","nh4_n",NA
"2566","Q2","1989-05-23","k",0.85
"2567","Q2","1989-05-23","no3_n",166
"2568","Q2","1989-05-23","mg",2.74
"2569","Q2","1989-05-23","ca",4.41
"2570","Q2","1989-05-23","nh4_n",NA
"2571","Q2","1989-05-30","k",0.97
"2572","Q2","1989-05-30","no3_n",156
"2573","Q2","1989-05-30","mg",2.8
"2574","Q2","1989-05-30","ca",4.23
"2575","Q2","1989-05-30","nh4_n",NA
"2576","Q2","1989-06-06","k",1.02
"2577","Q2","1989-06-06","no3_n",199
"2578","Q2","1989-06-06","mg",2.76
"2579","Q2","1989-06-06","ca",4.44
"2580","Q2","1989-06-06","nh4_n",NA
"2581","Q2","1989-06-13","k",0.83
"2582","Q2","1989-06-13","no3_n",167
"2583","Q2","1989-06-13","mg",2.62
"2584","Q2","1989-06-13","ca",5.19
"2585","Q2","1989-06-13","nh4_n",NA
"2586","Q2","1989-06-20","k",0.9
"2587","Q2","1989-06-20","no3_n",185
"2588","Q2","1989-06-20","mg",2.64
"2589","Q2","1989-06-20","ca",5.25
"2590","Q2","1989-06-20","nh4_n",NA
"2591","Q2","1989-06-27","k",0.88
"2592","Q2","1989-06-27","no3_n",86
"2593","Q2","1989-06-27","mg",2.86
"2594","Q2","1989-06-27","ca",4.72
"2595","Q2","1989-06-27","nh4_n",NA
"2596","Q2","1989-07-05","k",0.95
"2597","Q2","1989-07-05","no3_n",211
"2598","Q2","1989-07-05","mg",1.25
"2599","Q2","1989-07-05","ca",2.98
"2600","Q2","1989-07-05","nh4_n",NA
"2601","Q2","1989-07-11","k",1.1
"2602","Q2","1989-07-11","no3_n",198
"2603","Q2","1989-07-11","mg",2.5
"2604","Q2","1989-07-11","ca",5.07
"2605","Q2","1989-07-11","nh4_n",NA
"2606","Q2","1989-07-18","k",1.07
"2607","Q2","1989-07-18","no3_n",132
"2608","Q2","1989-07-18","mg",2.48
"2609","Q2","1989-07-18","ca",5.25
"2610","Q2","1989-07-18","nh4_n",NA
"2611","Q2","1989-07-26","k",1.03
"2612","Q2","1989-07-26","no3_n",200
"2613","Q2","1989-07-26","mg",2.51
"2614","Q2","1989-07-26","ca",5.03
"2615","Q2","1989-07-26","nh4_n",NA
"2616","Q2","1989-08-01","k",0.98
"2617","Q2","1989-08-01","no3_n",226
"2618","Q2","1989-08-01","mg",2.49
"2619","Q2","1989-08-01","ca",4.91
"2620","Q2","1989-08-01","nh4_n",NA
"2621","Q2","1989-08-08","k",1.09
"2622","Q2","1989-08-08","no3_n",139
"2623","Q2","1989-08-08","mg",2.87
"2624","Q2","1989-08-08","ca",5.2
"2625","Q2","1989-08-08","nh4_n",NA
"2626","Q2","1989-08-15","k",0.98
"2627","Q2","1989-08-15","no3_n",145
"2628","Q2","1989-08-15","mg",2.76
"2629","Q2","1989-08-15","ca",5.05
"2630","Q2","1989-08-15","nh4_n",NA
"2631","Q2","1989-08-22","k",0.96
"2632","Q2","1989-08-22","no3_n",247
"2633","Q2","1989-08-22","mg",1.49
"2634","Q2","1989-08-22","ca",3.24
"2635","Q2","1989-08-22","nh4_n",NA
"2636","Q2","1989-08-29","k",0.96
"2637","Q2","1989-08-29","no3_n",149
"2638","Q2","1989-08-29","mg",2.59
"2639","Q2","1989-08-29","ca",5.03
"2640","Q2","1989-08-29","nh4_n",NA
"2641","Q2","1989-09-05","k",0.98
"2642","Q2","1989-09-05","no3_n",32
"2643","Q2","1989-09-05","mg",2.8
"2644","Q2","1989-09-05","ca",5.56
"2645","Q2","1989-09-05","nh4_n",NA
"2646","Q2","1989-09-12","k",0.98
"2647","Q2","1989-09-12","no3_n",8
"2648","Q2","1989-09-12","mg",2.85
"2649","Q2","1989-09-12","ca",5.24
"2650","Q2","1989-09-12","nh4_n",NA
"2651","Q2","1989-09-20","k",NA
"2652","Q2","1989-09-20","no3_n",NA
"2653","Q2","1989-09-20","mg",NA
"2654","Q2","1989-09-20","ca",NA
"2655","Q2","1989-09-20","nh4_n",NA
"2656","Q2","1989-09-22","k",1.13
"2657","Q2","1989-09-22","no3_n",NA
"2658","Q2","1989-09-22","mg",2.51
"2659","Q2","1989-09-22","ca",4.89
"2660","Q2","1989-09-22","nh4_n",NA
"2661","Q2","1989-09-26","k",1.35
"2662","Q2","1989-09-26","no3_n",NA
"2663","Q2","1989-09-26","mg",2.72
"2664","Q2","1989-09-26","ca",5.15
"2665","Q2","1989-09-26","nh4_n",NA
"2666","Q2","1989-09-26","k",1.48
"2667","Q2","1989-09-26","no3_n",106
"2668","Q2","1989-09-26","mg",2.73
"2669","Q2","1989-09-26","ca",5.2
"2670","Q2","1989-09-26","nh4_n",NA
"2671","Q2","1989-10-03","k",1.18
"2672","Q2","1989-10-03","no3_n",113
"2673","Q2","1989-10-03","mg",2.88
"2674","Q2","1989-10-03","ca",5.49
"2675","Q2","1989-10-03","nh4_n",NA
"2676","Q2","1989-10-05","k",1.1
"2677","Q2","1989-10-05","no3_n",NA
"2678","Q2","1989-10-05","mg",NA
"2679","Q2","1989-10-05","ca",NA
"2680","Q2","1989-10-05","nh4_n",NA
"2681","Q2","1989-10-10","k",1.09
"2682","Q2","1989-10-10","no3_n",NA
"2683","Q2","1989-10-10","mg",2.9
"2684","Q2","1989-10-10","ca",5.51
"2685","Q2","1989-10-10","nh4_n",NA
"2686","Q2","1989-10-17","k",1.3
"2687","Q2","1989-10-17","no3_n",171
"2688","Q2","1989-10-17","mg",2.94
"2689","Q2","1989-10-17","ca",5.63
"2690","Q2","1989-10-17","nh4_n",NA
"2691","Q2","1989-10-24","k",1.34
"2692","Q2","1989-10-24","no3_n",383
"2693","Q2","1989-10-24","mg",2.97
"2694","Q2","1989-10-24","ca",5.71
"2695","Q2","1989-10-24","nh4_n",NA
"2696","Q2","1989-10-31","k",1.37
"2697","Q2","1989-10-31","no3_n",443
"2698","Q2","1989-10-31","mg",3.45
"2699","Q2","1989-10-31","ca",6.02
"2700","Q2","1989-10-31","nh4_n",NA
"2701","Q2","1989-11-07","k",1.82
"2702","Q2","1989-11-07","no3_n",624
"2703","Q2","1989-11-07","mg",3.05
"2704","Q2","1989-11-07","ca",5.31
"2705","Q2","1989-11-07","nh4_n",NA
"2706","Q2","1989-11-08","k",2.44
"2707","Q2","1989-11-08","no3_n",1204
"2708","Q2","1989-11-08","mg",2.92
"2709","Q2","1989-11-08","ca",5.45
"2710","Q2","1989-11-08","nh4_n",NA
"2711","Q2","1989-11-14","k",1.6
"2712","Q2","1989-11-14","no3_n",424
"2713","Q2","1989-11-14","mg",3.02
"2714","Q2","1989-11-14","ca",5.25
"2715","Q2","1989-11-14","nh4_n",NA
"2716","Q2","1989-11-21","k",1.37
"2717","Q2","1989-11-21","no3_n",304
"2718","Q2","1989-11-21","mg",3.09
"2719","Q2","1989-11-21","ca",5.4
"2720","Q2","1989-11-21","nh4_n",NA
"2721","Q2","1989-11-28","k",1.06
"2722","Q2","1989-11-28","no3_n",290
"2723","Q2","1989-11-28","mg",3.22
"2724","Q2","1989-11-28","ca",6.86
"2725","Q2","1989-11-28","nh4_n",NA
"2726","Q2","1989-12-05","k",0.96
"2727","Q2","1989-12-05","no3_n",262
"2728","Q2","1989-12-05","mg",3.17
"2729","Q2","1989-12-05","ca",6.77
"2730","Q2","1989-12-05","nh4_n",NA
"2731","Q2","1989-12-12","k",1.05
"2732","Q2","1989-12-12","no3_n",265
"2733","Q2","1989-12-12","mg",3.14
"2734","Q2","1989-12-12","ca",6.85
"2735","Q2","1989-12-12","nh4_n",NA
"2736","Q2","1989-12-19","k",0.93
"2737","Q2","1989-12-19","no3_n",263
"2738","Q2","1989-12-19","mg",3.13
"2739","Q2","1989-12-19","ca",6.91
"2740","Q2","1989-12-19","nh4_n",NA
"2741","Q2","1989-12-26","k",0.79
"2742","Q2","1989-12-26","no3_n",164
"2743","Q2","1989-12-26","mg",3.19
"2744","Q2","1989-12-26","ca",5.89
"2745","Q2","1989-12-26","nh4_n",NA
