"","sample_id","sample_date","nutrient","value"
"1416","Q1","1992-07-07","k",1.14
"1417","Q1","1992-07-07","no3_n",111
"1418","Q1","1992-07-07","mg",3.32
"1419","Q1","1992-07-07","ca",5.58
"1420","Q1","1992-07-07","nh4_n",NA
"1421","Q1","1992-07-14","k",1.32
"1422","Q1","1992-07-14","no3_n",41
"1423","Q1","1992-07-14","mg",3.68
"1424","Q1","1992-07-14","ca",6.34
"1425","Q1","1992-07-14","nh4_n",NA
"1426","Q1","1992-07-21","k",1.09
"1427","Q1","1992-07-21","no3_n",NA
"1428","Q1","1992-07-21","mg",3.4
"1429","Q1","1992-07-21","ca",5.72
"1430","Q1","1992-07-21","nh4_n",NA
"1431","Q1","1992-07-28","k",1.18
"1432","Q1","1992-07-28","no3_n",148
"1433","Q1","1992-07-28","mg",3.48
"1434","Q1","1992-07-28","ca",5.94
"1435","Q1","1992-07-28","nh4_n",NA
"1436","Q1","1992-08-04","k",1.11
"1437","Q1","1992-08-04","no3_n",359
"1438","Q1","1992-08-04","mg",3.41
"1439","Q1","1992-08-04","ca",6.04
"1440","Q1","1992-08-04","nh4_n",NA
"1441","Q1","1992-08-11","k",1.13
"1442","Q1","1992-08-11","no3_n",26
"1443","Q1","1992-08-11","mg",1.9
"1444","Q1","1992-08-11","ca",3.06
"1445","Q1","1992-08-11","nh4_n",NA
"1446","Q1","1992-08-18","k",1.09
"1447","Q1","1992-08-18","no3_n",27
"1448","Q1","1992-08-18","mg",3.34
"1449","Q1","1992-08-18","ca",5.98
"1450","Q1","1992-08-18","nh4_n",NA
"1451","Q1","1992-08-25","k",1.11
"1452","Q1","1992-08-25","no3_n",382
"1453","Q1","1992-08-25","mg",3.41
"1454","Q1","1992-08-25","ca",6.31
"1455","Q1","1992-08-25","nh4_n",NA
"1456","Q1","1992-09-01","k",1
"1457","Q1","1992-09-01","no3_n",10
"1458","Q1","1992-09-01","mg",3.77
"1459","Q1","1992-09-01","ca",6.51
"1460","Q1","1992-09-01","nh4_n",NA
"1461","Q1","1992-09-08","k",1.17
"1462","Q1","1992-09-08","no3_n",10
"1463","Q1","1992-09-08","mg",2.39
"1464","Q1","1992-09-08","ca",4.24
"1465","Q1","1992-09-08","nh4_n",NA
"1466","Q1","1992-09-15","k",1.36
"1467","Q1","1992-09-15","no3_n",16
"1468","Q1","1992-09-15","mg",4.61
"1469","Q1","1992-09-15","ca",7.98
"1470","Q1","1992-09-15","nh4_n",NA
"1471","Q1","1992-09-22","k",1.06
"1472","Q1","1992-09-22","no3_n",10
"1473","Q1","1992-09-22","mg",2.93
"1474","Q1","1992-09-22","ca",5.03
"1475","Q1","1992-09-22","nh4_n",NA
"1476","Q1","1992-09-29","k",1
"1477","Q1","1992-09-29","no3_n",84
"1478","Q1","1992-09-29","mg",3.37
"1479","Q1","1992-09-29","ca",6.1
"1480","Q1","1992-09-29","nh4_n",NA
"1481","Q1","1992-10-06","k",0.95
"1482","Q1","1992-10-06","no3_n",288
"1483","Q1","1992-10-06","mg",3.54
"1484","Q1","1992-10-06","ca",6.4
"1485","Q1","1992-10-06","nh4_n",NA
"1486","Q1","1992-10-13","k",1.27
"1487","Q1","1992-10-13","no3_n",NA
"1488","Q1","1992-10-13","mg",4.27
"1489","Q1","1992-10-13","ca",7.35
"1490","Q1","1992-10-13","nh4_n",NA
"1491","Q1","1992-10-20","k",0.87
"1492","Q1","1992-10-20","no3_n",56
"1493","Q1","1992-10-20","mg",3.45
"1494","Q1","1992-10-20","ca",6.16
"1495","Q1","1992-10-20","nh4_n",NA
"1496","Q1","1992-10-27","k",0.91
"1497","Q1","1992-10-27","no3_n",NA
"1498","Q1","1992-10-27","mg",3.33
"1499","Q1","1992-10-27","ca",6.03
"1500","Q1","1992-10-27","nh4_n",NA
"1501","Q1","1992-11-03","k",1.04
"1502","Q1","1992-11-03","no3_n",10
"1503","Q1","1992-11-03","mg",3.08
"1504","Q1","1992-11-03","ca",5.47
"1505","Q1","1992-11-03","nh4_n",NA
"1506","Q1","1992-11-10","k",1.11
"1507","Q1","1992-11-10","no3_n",135
"1508","Q1","1992-11-10","mg",2.22
"1509","Q1","1992-11-10","ca",3.58
"1510","Q1","1992-11-10","nh4_n",NA
"1511","Q1","1992-11-17","k",0.41
"1512","Q1","1992-11-17","no3_n",20
"1513","Q1","1992-11-17","mg",1.06
"1514","Q1","1992-11-17","ca",3.02
"1515","Q1","1992-11-17","nh4_n",NA
"1516","Q1","1992-11-24","k",1.14
"1517","Q1","1992-11-24","no3_n",16
"1518","Q1","1992-11-24","mg",3.15
"1519","Q1","1992-11-24","ca",5.3
"1520","Q1","1992-11-24","nh4_n",NA
"1521","Q1","1992-12-01","k",1.19
"1522","Q1","1992-12-01","no3_n",9
"1523","Q1","1992-12-01","mg",2.92
"1524","Q1","1992-12-01","ca",5.15
"1525","Q1","1992-12-01","nh4_n",NA
"1526","Q1","1992-12-08","k",1.06
"1527","Q1","1992-12-08","no3_n",15
"1528","Q1","1992-12-08","mg",3.16
"1529","Q1","1992-12-08","ca",5.11
"1530","Q1","1992-12-08","nh4_n",NA
"1531","Q1","1992-12-15","k",0.41
"1532","Q1","1992-12-15","no3_n",26
"1533","Q1","1992-12-15","mg",1.31
"1534","Q1","1992-12-15","ca",3.97
"1535","Q1","1992-12-15","nh4_n",NA
"1536","Q1","1992-12-22","k",NA
"1537","Q1","1992-12-22","no3_n",NA
"1538","Q1","1992-12-22","mg",NA
"1539","Q1","1992-12-22","ca",NA
"1540","Q1","1992-12-22","nh4_n",NA
"1541","Q1","1992-12-22","k",NA
"1542","Q1","1992-12-22","no3_n",NA
"1543","Q1","1992-12-22","mg",NA
"1544","Q1","1992-12-22","ca",NA
"1545","Q1","1992-12-22","nh4_n",NA
"1546","Q1","1992-12-22","k",1.25
"1547","Q1","1992-12-22","no3_n",NA
"1548","Q1","1992-12-22","mg",2.75
"1549","Q1","1992-12-22","ca",4.63
"1550","Q1","1992-12-22","nh4_n",NA
"1551","Q1","1992-12-29","k",1.05
"1552","Q1","1992-12-29","no3_n",NA
"1553","Q1","1992-12-29","mg",2.81
"1554","Q1","1992-12-29","ca",4.66
"1555","Q1","1992-12-29","nh4_n",NA
"1556","Q1","1993-01-05","k",1.44
"1557","Q1","1993-01-05","no3_n",NA
"1558","Q1","1993-01-05","mg",4.25
"1559","Q1","1993-01-05","ca",7.11
"1560","Q1","1993-01-05","nh4_n",NA
"1561","Q1","1993-01-12","k",1.14
"1562","Q1","1993-01-12","no3_n",NA
"1563","Q1","1993-01-12","mg",2.98
"1564","Q1","1993-01-12","ca",5.17
"1565","Q1","1993-01-12","nh4_n",NA
"1566","Q1","1993-01-19","k",1.14
"1567","Q1","1993-01-19","no3_n",NA
"1568","Q1","1993-01-19","mg",2.9
"1569","Q1","1993-01-19","ca",4.28
"1570","Q1","1993-01-19","nh4_n",NA
"1571","Q1","1993-01-26","k",1.18
"1572","Q1","1993-01-26","no3_n",NA
"1573","Q1","1993-01-26","mg",2.73
"1574","Q1","1993-01-26","ca",4.01
"1575","Q1","1993-01-26","nh4_n",NA
"1576","Q1","1993-02-02","k",1.07
"1577","Q1","1993-02-02","no3_n",NA
"1578","Q1","1993-02-02","mg",3.19
"1579","Q1","1993-02-02","ca",4.67
"1580","Q1","1993-02-02","nh4_n",NA
"1581","Q1","1993-02-09","k",1
"1582","Q1","1993-02-09","no3_n",NA
"1583","Q1","1993-02-09","mg",3.15
"1584","Q1","1993-02-09","ca",4.78
"1585","Q1","1993-02-09","nh4_n",NA
"1586","Q1","1993-02-16","k",1.09
"1587","Q1","1993-02-16","no3_n",NA
"1588","Q1","1993-02-16","mg",3.15
"1589","Q1","1993-02-16","ca",4.84
"1590","Q1","1993-02-16","nh4_n",NA
"1591","Q1","1993-02-23","k",0.91
"1592","Q1","1993-02-23","no3_n",NA
"1593","Q1","1993-02-23","mg",3.11
"1594","Q1","1993-02-23","ca",4.77
"1595","Q1","1993-02-23","nh4_n",NA
"1596","Q1","1993-03-02","k",1.24
"1597","Q1","1993-03-02","no3_n",20
"1598","Q1","1993-03-02","mg",3.17
"1599","Q1","1993-03-02","ca",5.15
"1600","Q1","1993-03-02","nh4_n",NA
"1601","Q1","1993-03-09","k",1.1
"1602","Q1","1993-03-09","no3_n",194
"1603","Q1","1993-03-09","mg",3.81
"1604","Q1","1993-03-09","ca",6.84
"1605","Q1","1993-03-09","nh4_n",NA
"1606","Q1","1993-03-16","k",1
"1607","Q1","1993-03-16","no3_n",63
"1608","Q1","1993-03-16","mg",3.14
"1609","Q1","1993-03-16","ca",4.64
"1610","Q1","1993-03-16","nh4_n",NA
"1611","Q1","1993-03-23","k",1.05
"1612","Q1","1993-03-23","no3_n",135
"1613","Q1","1993-03-23","mg",3.15
"1614","Q1","1993-03-23","ca",5.39
"1615","Q1","1993-03-23","nh4_n",NA
"1616","Q1","1993-03-30","k",1.46
"1617","Q1","1993-03-30","no3_n",177
"1618","Q1","1993-03-30","mg",4.72
"1619","Q1","1993-03-30","ca",8.59
"1620","Q1","1993-03-30","nh4_n",NA
"1621","Q1","1993-04-06","k",1.23
"1622","Q1","1993-04-06","no3_n",163
"1623","Q1","1993-04-06","mg",3.62
"1624","Q1","1993-04-06","ca",6.48
"1625","Q1","1993-04-06","nh4_n",NA
"1626","Q1","1993-04-13","k",1.28
"1627","Q1","1993-04-13","no3_n",172
"1628","Q1","1993-04-13","mg",4.18
"1629","Q1","1993-04-13","ca",7.18
"1630","Q1","1993-04-13","nh4_n",NA
"1631","Q1","1993-04-20","k",1.56
"1632","Q1","1993-04-20","no3_n",138
"1633","Q1","1993-04-20","mg",4.31
"1634","Q1","1993-04-20","ca",7.3
"1635","Q1","1993-04-20","nh4_n",NA
"1636","Q1","1993-04-27","k",0.84
"1637","Q1","1993-04-27","no3_n",183
"1638","Q1","1993-04-27","mg",3.49
"1639","Q1","1993-04-27","ca",1.16
"1640","Q1","1993-04-27","nh4_n",NA
"1641","Q1","1993-05-04","k",1.05
"1642","Q1","1993-05-04","no3_n",9
"1643","Q1","1993-05-04","mg",2.62
"1644","Q1","1993-05-04","ca",4.58
"1645","Q1","1993-05-04","nh4_n",NA
"1646","Q1","1993-05-11","k",1.08
"1647","Q1","1993-05-11","no3_n",12
"1648","Q1","1993-05-11","mg",2.68
"1649","Q1","1993-05-11","ca",4.01
"1650","Q1","1993-05-11","nh4_n",NA
"1651","Q1","1993-05-18","k",1.07
"1652","Q1","1993-05-18","no3_n",10
"1653","Q1","1993-05-18","mg",2.96
"1654","Q1","1993-05-18","ca",4.79
"1655","Q1","1993-05-18","nh4_n",NA
"1656","Q1","1993-05-25","k",1.64
"1657","Q1","1993-05-25","no3_n",6
"1658","Q1","1993-05-25","mg",3.99
"1659","Q1","1993-05-25","ca",6.99
"1660","Q1","1993-05-25","nh4_n",NA
"1661","Q1","1993-06-01","k",1.35
"1662","Q1","1993-06-01","no3_n",17
"1663","Q1","1993-06-01","mg",3.75
"1664","Q1","1993-06-01","ca",6.76
"1665","Q1","1993-06-01","nh4_n",NA
"1666","Q1","1993-06-08","k",1.11
"1667","Q1","1993-06-08","no3_n",75
"1668","Q1","1993-06-08","mg",3.3
"1669","Q1","1993-06-08","ca",5.97
"1670","Q1","1993-06-08","nh4_n",NA
"1671","Q1","1993-06-15","k",1
"1672","Q1","1993-06-15","no3_n",37
"1673","Q1","1993-06-15","mg",3.15
"1674","Q1","1993-06-15","ca",5.77
"1675","Q1","1993-06-15","nh4_n",NA
"1676","Q1","1993-06-22","k",1.12
"1677","Q1","1993-06-22","no3_n",26
"1678","Q1","1993-06-22","mg",2.59
"1679","Q1","1993-06-22","ca",4.54
"1680","Q1","1993-06-22","nh4_n",NA
"1681","Q1","1993-06-29","k",1.19
"1682","Q1","1993-06-29","no3_n",17
"1683","Q1","1993-06-29","mg",3.2
"1684","Q1","1993-06-29","ca",5.43
"1685","Q1","1993-06-29","nh4_n",NA
"1686","Q1","1993-07-06","k",0.86
"1687","Q1","1993-07-06","no3_n",55
"1688","Q1","1993-07-06","mg",3.38
"1689","Q1","1993-07-06","ca",6.24
"1690","Q1","1993-07-06","nh4_n",NA
"1691","Q1","1993-07-13","k",1.06
"1692","Q1","1993-07-13","no3_n",NA
"1693","Q1","1993-07-13","mg",3.11
"1694","Q1","1993-07-13","ca",5.24
"1695","Q1","1993-07-13","nh4_n",NA
"1696","Q1","1993-07-20","k",0.92
"1697","Q1","1993-07-20","no3_n",NA
"1698","Q1","1993-07-20","mg",3.29
"1699","Q1","1993-07-20","ca",5.83
"1700","Q1","1993-07-20","nh4_n",NA
"1701","Q1","1993-07-27","k",1.05
"1702","Q1","1993-07-27","no3_n",NA
"1703","Q1","1993-07-27","mg",1.6
"1704","Q1","1993-07-27","ca",5.21
"1705","Q1","1993-07-27","nh4_n",NA
"1706","Q1","1993-08-03","k",1.1
"1707","Q1","1993-08-03","no3_n",NA
"1708","Q1","1993-08-03","mg",3.13
"1709","Q1","1993-08-03","ca",5.61
"1710","Q1","1993-08-03","nh4_n",NA
"1711","Q1","1993-08-10","k",0.87
"1712","Q1","1993-08-10","no3_n",61
"1713","Q1","1993-08-10","mg",3.16
"1714","Q1","1993-08-10","ca",5.48
"1715","Q1","1993-08-10","nh4_n",NA
"1716","Q1","1993-08-17","k",1.17
"1717","Q1","1993-08-17","no3_n",6
"1718","Q1","1993-08-17","mg",3.22
"1719","Q1","1993-08-17","ca",5.77
"1720","Q1","1993-08-17","nh4_n",NA
"1721","Q1","1993-08-24","k",0.98
"1722","Q1","1993-08-24","no3_n",11
"1723","Q1","1993-08-24","mg",3.18
"1724","Q1","1993-08-24","ca",5.27
"1725","Q1","1993-08-24","nh4_n",NA
"1726","Q1","1993-08-31","k",1.05
"1727","Q1","1993-08-31","no3_n",21
"1728","Q1","1993-08-31","mg",2.91
"1729","Q1","1993-08-31","ca",5.26
"1730","Q1","1993-08-31","nh4_n",NA
"1731","Q1","1993-09-07","k",0.83
"1732","Q1","1993-09-07","no3_n",124
"1733","Q1","1993-09-07","mg",3.52
"1734","Q1","1993-09-07","ca",5.54
"1735","Q1","1993-09-07","nh4_n",NA
"1736","Q1","1993-09-14","k",1.49
"1737","Q1","1993-09-14","no3_n",9
"1738","Q1","1993-09-14","mg",4.66
"1739","Q1","1993-09-14","ca",8.01
"1740","Q1","1993-09-14","nh4_n",NA
"1741","Q1","1993-09-21","k",1.02
"1742","Q1","1993-09-21","no3_n",192
"1743","Q1","1993-09-21","mg",3.25
"1744","Q1","1993-09-21","ca",5.98
"1745","Q1","1993-09-21","nh4_n",NA
"1746","Q1","1993-09-28","k",1.01
"1747","Q1","1993-09-28","no3_n",9
"1748","Q1","1993-09-28","mg",2.56
"1749","Q1","1993-09-28","ca",4.24
"1750","Q1","1993-09-28","nh4_n",NA
"1751","Q1","1993-10-05","k",1.08
"1752","Q1","1993-10-05","no3_n",9
"1753","Q1","1993-10-05","mg",3.22
"1754","Q1","1993-10-05","ca",6.03
"1755","Q1","1993-10-05","nh4_n",NA
"1756","Q1","1993-10-13","k",1.21
"1757","Q1","1993-10-13","no3_n",7
"1758","Q1","1993-10-13","mg",3.01
"1759","Q1","1993-10-13","ca",5.24
"1760","Q1","1993-10-13","nh4_n",NA
"1761","Q1","1993-10-19","k",1.43
"1762","Q1","1993-10-19","no3_n",7
"1763","Q1","1993-10-19","mg",3.41
"1764","Q1","1993-10-19","ca",5.78
"1765","Q1","1993-10-19","nh4_n",NA
"1766","Q1","1993-10-26","k",1.05
"1767","Q1","1993-10-26","no3_n",8
"1768","Q1","1993-10-26","mg",3.35
"1769","Q1","1993-10-26","ca",5.73
"1770","Q1","1993-10-26","nh4_n",NA
"1771","Q1","1993-11-02","k",0.87
"1772","Q1","1993-11-02","no3_n",6
"1773","Q1","1993-11-02","mg",3.36
"1774","Q1","1993-11-02","ca",6.46
"1775","Q1","1993-11-02","nh4_n",NA
"1776","Q1","1993-11-09","k",0.93
"1777","Q1","1993-11-09","no3_n",8
"1778","Q1","1993-11-09","mg",3.12
"1779","Q1","1993-11-09","ca",5.82
"1780","Q1","1993-11-09","nh4_n",NA
"1781","Q1","1993-11-16","k",1.5
"1782","Q1","1993-11-16","no3_n",6
"1783","Q1","1993-11-16","mg",2.78
"1784","Q1","1993-11-16","ca",4.82
"1785","Q1","1993-11-16","nh4_n",NA
"1786","Q1","1993-11-23","k",1.48
"1787","Q1","1993-11-23","no3_n",22
"1788","Q1","1993-11-23","mg",4.46
"1789","Q1","1993-11-23","ca",7.79
"1790","Q1","1993-11-23","nh4_n",NA
"1791","Q1","1993-11-30","k",1.02
"1792","Q1","1993-11-30","no3_n",16
"1793","Q1","1993-11-30","mg",2.49
"1794","Q1","1993-11-30","ca",4.55
"1795","Q1","1993-11-30","nh4_n",NA
"1796","Q1","1993-12-07","k",0.84
"1797","Q1","1993-12-07","no3_n",25
"1798","Q1","1993-12-07","mg",3.21
"1799","Q1","1993-12-07","ca",5.69
"1800","Q1","1993-12-07","nh4_n",NA
"1801","Q1","1993-12-14","k",1.03
"1802","Q1","1993-12-14","no3_n",14
"1803","Q1","1993-12-14","mg",3.28
"1804","Q1","1993-12-14","ca",5.84
"1805","Q1","1993-12-14","nh4_n",NA
"1806","Q1","1993-12-21","k",1.3
"1807","Q1","1993-12-21","no3_n",50
"1808","Q1","1993-12-21","mg",3.9
"1809","Q1","1993-12-21","ca",6.76
"1810","Q1","1993-12-21","nh4_n",NA
"1811","Q1","1993-12-28","k",1.16
"1812","Q1","1993-12-28","no3_n",NA
"1813","Q1","1993-12-28","mg",2.78
"1814","Q1","1993-12-28","ca",4.5
"1815","Q1","1993-12-28","nh4_n",NA
"1816","Q1","1994-01-04","k",1.34
"1817","Q1","1994-01-04","no3_n",NA
"1818","Q1","1994-01-04","mg",4.28
"1819","Q1","1994-01-04","ca",7.26
"1820","Q1","1994-01-04","nh4_n",NA
"1821","Q1","1994-01-11","k",0.95
"1822","Q1","1994-01-11","no3_n",NA
"1823","Q1","1994-01-11","mg",1.34
"1824","Q1","1994-01-11","ca",3.99
"1825","Q1","1994-01-11","nh4_n",NA
"1826","Q1","1994-01-18","k",0.85
"1827","Q1","1994-01-18","no3_n",NA
"1828","Q1","1994-01-18","mg",1.58
"1829","Q1","1994-01-18","ca",5.11
"1830","Q1","1994-01-18","nh4_n",NA
"1831","Q1","1994-01-25","k",0.89
"1832","Q1","1994-01-25","no3_n",NA
"1833","Q1","1994-01-25","mg",3.26
"1834","Q1","1994-01-25","ca",5.64
"1835","Q1","1994-01-25","nh4_n",NA
"1836","Q1","1994-02-01","k",0.94
"1837","Q1","1994-02-01","no3_n",9
"1838","Q1","1994-02-01","mg",2.61
"1839","Q1","1994-02-01","ca",4.08
"1840","Q1","1994-02-01","nh4_n",NA
"1841","Q1","1994-02-08","k",1.09
"1842","Q1","1994-02-08","no3_n",17
"1843","Q1","1994-02-08","mg",3.15
"1844","Q1","1994-02-08","ca",5.49
"1845","Q1","1994-02-08","nh4_n",NA
"1846","Q1","1994-02-15","k",0.8
"1847","Q1","1994-02-15","no3_n",NA
"1848","Q1","1994-02-15","mg",3.06
"1849","Q1","1994-02-15","ca",4.99
"1850","Q1","1994-02-15","nh4_n",NA
"1851","Q1","1994-02-22","k",1.36
"1852","Q1","1994-02-22","no3_n",21
"1853","Q1","1994-02-22","mg",2.72
"1854","Q1","1994-02-22","ca",4.4
"1855","Q1","1994-02-22","nh4_n",NA
"1856","Q1","1994-03-01","k",1.21
"1857","Q1","1994-03-01","no3_n",NA
"1858","Q1","1994-03-01","mg",3.36
"1859","Q1","1994-03-01","ca",5.64
"1860","Q1","1994-03-01","nh4_n",NA
"1861","Q1","1994-03-08","k",0.95
"1862","Q1","1994-03-08","no3_n",NA
"1863","Q1","1994-03-08","mg",3.38
"1864","Q1","1994-03-08","ca",6.08
"1865","Q1","1994-03-08","nh4_n",NA
"1866","Q1","1994-03-15","k",0.96
"1867","Q1","1994-03-15","no3_n",7
"1868","Q1","1994-03-15","mg",3.44
"1869","Q1","1994-03-15","ca",6.29
"1870","Q1","1994-03-15","nh4_n",NA
"1871","Q1","1994-03-22","k",1.07
"1872","Q1","1994-03-22","no3_n",NA
"1873","Q1","1994-03-22","mg",3.47
"1874","Q1","1994-03-22","ca",6.24
"1875","Q1","1994-03-22","nh4_n",NA
"1876","Q1","1994-03-29","k",0.94
"1877","Q1","1994-03-29","no3_n",NA
"1878","Q1","1994-03-29","mg",3.5
"1879","Q1","1994-03-29","ca",6.7
"1880","Q1","1994-03-29","nh4_n",NA
"1881","Q1","1994-04-05","k",0.93
"1882","Q1","1994-04-05","no3_n",NA
"1883","Q1","1994-04-05","mg",3.53
"1884","Q1","1994-04-05","ca",6.2
"1885","Q1","1994-04-05","nh4_n",NA
"1886","Q1","1994-04-12","k",1.02
"1887","Q1","1994-04-12","no3_n",142
"1888","Q1","1994-04-12","mg",3.3
"1889","Q1","1994-04-12","ca",6
"1890","Q1","1994-04-12","nh4_n",NA
"1891","Q1","1994-04-19","k",1.15
"1892","Q1","1994-04-19","no3_n",177
"1893","Q1","1994-04-19","mg",3.39
"1894","Q1","1994-04-19","ca",6.17
"1895","Q1","1994-04-19","nh4_n",NA
"1896","Q1","1994-04-26","k",1.01
"1897","Q1","1994-04-26","no3_n",17
"1898","Q1","1994-04-26","mg",3.56
"1899","Q1","1994-04-26","ca",6.67
"1900","Q1","1994-04-26","nh4_n",NA
"1901","Q1","1994-05-03","k",0.89
"1902","Q1","1994-05-03","no3_n",19
"1903","Q1","1994-05-03","mg",3.48
"1904","Q1","1994-05-03","ca",6.46
"1905","Q1","1994-05-03","nh4_n",NA
"1906","Q1","1994-05-10","k",1.35
"1907","Q1","1994-05-10","no3_n",14
"1908","Q1","1994-05-10","mg",3.02
"1909","Q1","1994-05-10","ca",5.33
"1910","Q1","1994-05-10","nh4_n",NA
"1911","Q1","1994-05-17","k",1.1
"1912","Q1","1994-05-17","no3_n",25
"1913","Q1","1994-05-17","mg",2.88
"1914","Q1","1994-05-17","ca",5.49
"1915","Q1","1994-05-17","nh4_n",NA
"1916","Q1","1994-05-24","k",1.14
"1917","Q1","1994-05-24","no3_n",18
"1918","Q1","1994-05-24","mg",3.44
"1919","Q1","1994-05-24","ca",6.62
"1920","Q1","1994-05-24","nh4_n",NA
"1921","Q1","1994-05-31","k",1.23
"1922","Q1","1994-05-31","no3_n",16
"1923","Q1","1994-05-31","mg",4.48
"1924","Q1","1994-05-31","ca",7.7
"1925","Q1","1994-05-31","nh4_n",NA
"1926","Q1","1994-06-07","k",1.13
"1927","Q1","1994-06-07","no3_n",17
"1928","Q1","1994-06-07","mg",3.94
"1929","Q1","1994-06-07","ca",6.86
"1930","Q1","1994-06-07","nh4_n",NA
"1931","Q1","1994-06-14","k",1.22
"1932","Q1","1994-06-14","no3_n",20
"1933","Q1","1994-06-14","mg",4.53
"1934","Q1","1994-06-14","ca",7.75
"1935","Q1","1994-06-14","nh4_n",NA
"1936","Q1","1994-06-21","k",1.34
"1937","Q1","1994-06-21","no3_n",11
"1938","Q1","1994-06-21","mg",3.97
"1939","Q1","1994-06-21","ca",6.94
"1940","Q1","1994-06-21","nh4_n",NA
"1941","Q1","1994-06-28","k",1.15
"1942","Q1","1994-06-28","no3_n",NA
"1943","Q1","1994-06-28","mg",3.49
"1944","Q1","1994-06-28","ca",6.22
"1945","Q1","1994-06-28","nh4_n",NA
"1946","Q1","1994-06-30","k",1.14
"1947","Q1","1994-06-30","no3_n",152
"1948","Q1","1994-06-30","mg",2.33
"1949","Q1","1994-06-30","ca",4.35
"1950","Q1","1994-06-30","nh4_n",NA
"1951","Q1","1994-07-05","k",0.98
"1952","Q1","1994-07-05","no3_n",13
"1953","Q1","1994-07-05","mg",3.56
"1954","Q1","1994-07-05","ca",6.37
"1955","Q1","1994-07-05","nh4_n",NA
"1956","Q1","1994-07-12","k",1.28
"1957","Q1","1994-07-12","no3_n",102
"1958","Q1","1994-07-12","mg",4.6
"1959","Q1","1994-07-12","ca",7.98
"1960","Q1","1994-07-12","nh4_n",NA
"1961","Q1","1994-07-19","k",1.49
"1962","Q1","1994-07-19","no3_n",112
"1963","Q1","1994-07-19","mg",4.16
"1964","Q1","1994-07-19","ca",7.06
"1965","Q1","1994-07-19","nh4_n",NA
"1966","Q1","1994-07-26","k",1.05
"1967","Q1","1994-07-26","no3_n",NA
"1968","Q1","1994-07-26","mg",3.41
"1969","Q1","1994-07-26","ca",6.23
"1970","Q1","1994-07-26","nh4_n",NA
"1971","Q1","1994-08-02","k",1.17
"1972","Q1","1994-08-02","no3_n",NA
"1973","Q1","1994-08-02","mg",3.47
"1974","Q1","1994-08-02","ca",5.75
"1975","Q1","1994-08-02","nh4_n",NA
"1976","Q1","1994-08-09","k",1.05
"1977","Q1","1994-08-09","no3_n",NA
"1978","Q1","1994-08-09","mg",3.24
"1979","Q1","1994-08-09","ca",5.66
"1980","Q1","1994-08-09","nh4_n",NA
"1981","Q1","1994-08-16","k",1.07
"1982","Q1","1994-08-16","no3_n",NA
"1983","Q1","1994-08-16","mg",3.53
"1984","Q1","1994-08-16","ca",5.94
"1985","Q1","1994-08-16","nh4_n",NA
"1986","Q1","1994-08-23","k",1.05
"1987","Q1","1994-08-23","no3_n",NA
"1988","Q1","1994-08-23","mg",3.26
"1989","Q1","1994-08-23","ca",6.4
"1990","Q1","1994-08-23","nh4_n",NA
"1991","Q1","1994-08-30","k",1.37
"1992","Q1","1994-08-30","no3_n",NA
"1993","Q1","1994-08-30","mg",5.12
"1994","Q1","1994-08-30","ca",8.92
"1995","Q1","1994-08-30","nh4_n",NA
"1996","Q1","1994-09-06","k",1.79
"1997","Q1","1994-09-06","no3_n",NA
"1998","Q1","1994-09-06","mg",3.73
"1999","Q1","1994-09-06","ca",6.67
"2000","Q1","1994-09-06","nh4_n",NA
"2001","Q1","1994-09-13","k",0.89
"2002","Q1","1994-09-13","no3_n",NA
"2003","Q1","1994-09-13","mg",3.38
"2004","Q1","1994-09-13","ca",6.15
"2005","Q1","1994-09-13","nh4_n",NA
"2006","Q1","1994-09-20","k",1.7
"2007","Q1","1994-09-20","no3_n",NA
"2008","Q1","1994-09-20","mg",1.45
"2009","Q1","1994-09-20","ca",2.42
"2010","Q1","1994-09-20","nh4_n",NA
"2011","Q1","1994-09-27","k",0.88
"2012","Q1","1994-09-27","no3_n",NA
"2013","Q1","1994-09-27","mg",3.39
"2014","Q1","1994-09-27","ca",6.45
"2015","Q1","1994-09-27","nh4_n",NA
"2016","Q1","1994-10-04","k",0.84
"2017","Q1","1994-10-04","no3_n",NA
"2018","Q1","1994-10-04","mg",3.45
"2019","Q1","1994-10-04","ca",6.41
"2020","Q1","1994-10-04","nh4_n",NA
"2021","Q1","1994-10-11","k",1.22
"2022","Q1","1994-10-11","no3_n",NA
"2023","Q1","1994-10-11","mg",3.33
"2024","Q1","1994-10-11","ca",6.4
"2025","Q1","1994-10-11","nh4_n",NA
"2026","Q1","1994-10-18","k",0.94
"2027","Q1","1994-10-18","no3_n",NA
"2028","Q1","1994-10-18","mg",3.44
"2029","Q1","1994-10-18","ca",6.6
"2030","Q1","1994-10-18","nh4_n",NA
"2031","Q1","1994-10-25","k",1.35
"2032","Q1","1994-10-25","no3_n",NA
"2033","Q1","1994-10-25","mg",2.82
"2034","Q1","1994-10-25","ca",5.06
"2035","Q1","1994-10-25","nh4_n",NA
"2036","Q1","1994-11-01","k",1.21
"2037","Q1","1994-11-01","no3_n",NA
"2038","Q1","1994-11-01","mg",3.52
"2039","Q1","1994-11-01","ca",6.62
"2040","Q1","1994-11-01","nh4_n",NA
"2041","Q1","1994-11-08","k",1.36
"2042","Q1","1994-11-08","no3_n",NA
"2043","Q1","1994-11-08","mg",2.11
